#repetition,Consumer0,Consumer1,Consumer2,Consumer3,Consumer4,Consumer5,Consumer6,Consumer7,Consumer8,Consumer9,Consumer10,Consumer11,Consumer12,Consumer13,Consumer14,Consumer15,Consumer16,Consumer17,Consumer18,Consumer19,Consumer20,Consumer21,Consumer22,Consumer23,Consumer24,Consumer25,Consumer26,Consumer27,Consumer28,Consumer29,Consumer30,Consumer31,Consumer32,Consumer33,Consumer34,Consumer35,Consumer36,Consumer37,Consumer38,Consumer39,Consumer40,Consumer41,Consumer42,Consumer43,Consumer44,Consumer45,Consumer46,Consumer47,Consumer48,Consumer49
0,1,2,1,3,2,2,3,2,2,3,3,3,3,3,0,3,2,3,1,0,2,2,3,1,3,1,3,3,0,3,2,3,3,1,3,1,3,3,2,2,1,2,2,2,3,1,2,3,3,2
1,3,3,3,2,3,1,2,3,1,2,2,2,2,2,0,2,1,2,3,3,1,3,2,3,2,3,2,2,3,2,3,2,2,0,2,0,2,2,3,3,3,3,1,1,2,0,3,2,2,3
2,2,2,2,3,2,3,1,2,3,3,3,1,1,1,3,3,3,3,2,2,3,2,1,2,1,2,3,3,2,1,2,3,1,0,1,3,3,1,2,2,2,2,3,3,3,3,2,1,3,2
3,3,3,3,2,3,2,3,3,2,2,2,3,0,3,2,2,2,2,1,1,2,1,3,1,3,1,2,2,1,3,3,2,3,0,0,2,2,3,3,3,1,3,2,2,2,2,3,0,2,1
4,2,2,2,3,2,1,2,2,1,3,3,2,3,2,1,3,1,3,3,3,1,3,2,3,2,0,1,3,3,2,2,3,2,3,3,1,3,2,2,2,3,2,3,3,3,3,2,3,3,3
5,3,3,3,2,3,0,1,3,3,2,2,1,2,1,3,2,3,2,2,2,3,2,3,2,1,3,3,2,2,1,3,2,1,2,2,3,2,1,3,3,2,3,2,2,2,2,3,2,2,2
6,2,2,2,1,2,3,3,2,2,3,3,3,1,0,2,3,2,1,1,1,2,3,2,1,3,2,2,3,1,0,2,3,3,1,1,2,3,3,2,2,1,2,3,3,3,1,2,3,3,3
7,3,3,3,3,3,2,2,3,1,2,2,2,3,0,1,2,1,0,3,0,3,2,3,3,2,1,3,2,0,3,3,2,2,3,3,3,2,2,3,3,3,3,2,2,2,3,3,2,2,2
8,2,2,2,2,2,1,1,2,3,3,1,1,2,3,3,3,3,3,2,3,2,1,2,2,1,3,2,1,3,2,2,3,1,2,2,2,3,1,2,2,2,2,1,3,3,2,2,3,3,3
9,3,3,3,3,1,3,0,1,2,2,3,3,1,2,2,2,2,2,1,2,3,0,3,1,3,2,1,3,2,1,3,2,3,3,1,1,2,3,3,3,1,3,0,2,2,3,3,2,2,2
10,2,2,2,2,3,2,0,3,1,3,2,2,3,1,1,3,1,1,3,1,2,3,2,0,2,1,3,2,1,0,2,3,2,2,0,3,1,2,2,2,3,2,3,1,3,2,2,3,3,3
11,3,3,3,3,2,1,3,2,3,2,1,1,2,0,3,2,0,0,2,3,3,2,3,3,1,3,2,1,3,3,3,2,1,3,3,2,3,1,3,3,2,1,2,3,2,1,3,2,2,2
12,2,2,2,2,3,3,2,1,2,1,3,0,1,3,2,3,3,3,1,2,2,3,2,2,0,2,1,3,2,2,2,3,3,2,2,3,2,0,2,2,1,3,1,2,3,0,2,3,1,3
13,3,3,3,3,2,2,1,0,1,0,2,3,3,2,1,2,2,2,3,1,3,2,1,1,3,1,3,2,1,1,3,2,2,1,1,2,3,0,3,3,3,2,3,3,2,3,3,2,3,2
14,2,2,2,2,1,1,3,3,3,0,3,2,2,1,3,1,1,3,2,3,2,3,0,0,2,3,2,3,3,3,2,3,1,3,3,3,2,3,2,2,2,3,2,2,3,2,2,1,2,3
15,3,3,3,3,3,3,2,2,2,3,2,1,1,0,2,3,3,2,1,2,1,2,3,3,1,2,3,2,2,2,1,2,3,2,2,2,3,2,3,1,1,2,3,3,2,3,3,3,1,2
16,2,2,2,2,2,2,1,3,1,2,3,3,0,3,1,2,2,3,0,1,0,3,2,2,3,1,2,3,1,1,0,3,2,1,1,3,2,1,2,3,3,3,2,2,3,2,2,2,3,3
17,1,3,3,1,3,1,3,2,0,3,2,2,3,2,3,3,1,2,3,3,3,2,3,1,2,3,3,2,0,3,3,2,1,3,3,2,3,3,1,2,2,2,3,3,2,1,3,3,2,2
18,3,2,2,3,2,3,2,3,3,2,3,1,2,1,2,2,3,3,2,2,2,1,2,0,1,2,2,3,3,2,2,3,3,2,2,3,2,2,3,3,1,3,2,2,3,3,2,2,3,1
19,2,3,3,2,3,2,1,2,2,3,2,0,1,3,1,3,2,2,1,1,3,3,3,0,0,1,3,2,2,1,1,2,2,3,1,2,3,1,2,2,3,2,3,3,2,2,3,3,2,3
20,3,2,2,3,2,1,3,3,1,2,1,3,3,2,3,2,1,3,3,3,2,2,2,3,3,3,2,3,1,3,3,3,1,2,3,3,2,3,3,3,2,3,2,2,3,3,2,2,1,2
21,2,1,1,2,3,3,2,2,3,3,3,2,2,1,2,3,3,2,2,2,3,3,3,2,2,2,3,2,3,2,2,2,3,3,2,2,3,2,2,2,1,2,3,3,2,2,3,3,3,3
22,3,3,3,3,2,2,1,3,2,2,2,1,1,0,1,2,2,3,1,1,2,2,2,1,1,1,2,1,2,1,3,3,2,2,1,3,2,1,3,3,3,3,2,2,3,1,2,2,2,2
23,2,2,2,2,3,1,3,2,1,3,3,3,0,0,0,3,1,2,3,3,3,3,1,3,3,3,3,0,1,3,2,2,1,3,3,2,3,3,2,2,2,2,3,3,2,0,3,3,3,3
24,3,3,3,3,2,3,2,3,3,2,2,2,3,3,3,2,3,1,2,2,2,2,3,2,2,2,2,3,3,2,3,3,3,2,2,3,2,2,3,3,1,3,2,2,1,3,2,2,2,2
25,2,2,2,2,3,2,1,2,2,1,1,1,2,2,2,3,2,3,1,1,1,1,2,1,1,1,3,2,2,1,2,2,2,3,1,2,3,1,2,2,3,2,3,3,3,2,3,3,3,3
26,3,3,3,3,2,1,0,3,1,3,0,0,1,1,1,2,1,2,0,3,3,3,3,3,3,0,2,1,1,3,3,3,1,2,0,3,2,3,3,1,2,3,2,2,2,1,2,2,2,2
27,2,2,2,2,3,3,3,2,3,2,3,0,0,3,3,3,3,3,0,2,2,2,2,2,2,3,3,0,0,2,2,2,3,3,3,2,3,2,2,3,1,2,1,3,3,0,3,3,1,3
28,3,3,1,3,2,2,2,3,2,3,2,3,3,2,2,2,2,2,3,1,3,3,3,1,1,2,2,0,3,1,3,3,2,2,2,3,2,1,3,2,3,3,0,2,2,0,2,2,3,2
29,2,2,0,2,3,1,1,2,1,2,1,2,2,1,1,1,1,3,2,3,2,2,2,0,0,1,3,3,2,0,2,2,1,1,1,2,3,3,2,1,2,2,0,3,3,3,3,3,2,1
30,3,3,3,3,2,3,3,3,3,3,3,1,1,3,3,3,0,2,1,2,1,1,3,3,3,3,2,2,1,3,3,3,0,3,3,3,2,2,3,0,1,3,3,2,2,2,2,2,3,3
31,2,2,2,2,3,2,2,2,2,2,2,0,3,2,2,2,3,1,3,1,3,3,2,2,2,2,3,3,3,2,2,2,3,2,2,2,3,1,2,3,3,2,2,3,3,3,3,3,2,2
32,3,3,3,3,2,1,1,3,1,3,1,3,2,1,1,1,2,0,2,3,2,2,3,1,1,1,2,2,2,1,3,3,2,3,1,1,2,3,1,2,2,3,3,2,2,2,2,2,3,1
33,2,2,2,2,3,3,3,2,3,2,3,2,1,3,3,3,1,3,1,2,3,1,2,3,3,3,3,3,1,0,2,2,1,2,3,3,3,2,3,3,1,2,2,3,3,3,3,3,2,0
34,3,3,1,3,2,2,2,1,2,3,2,1,3,2,2,2,0,2,0,1,2,0,3,2,2,2,2,2,0,3,3,3,3,1,2,2,2,1,2,2,0,3,3,2,2,2,2,2,1,3
35,2,2,3,2,3,1,1,3,1,2,3,3,2,1,1,3,3,1,3,3,3,3,2,1,1,1,3,3,0,2,2,2,2,3,1,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2
36,3,3,2,1,2,3,3,2,0,3,2,2,1,3,3,2,2,3,2,2,2,2,3,3,3,3,2,2,3,1,1,3,1,2,0,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3
37,2,2,1,3,3,2,2,3,0,2,3,1,0,2,2,3,1,2,1,1,3,3,2,2,2,2,3,3,2,3,3,2,0,3,3,3,3,1,3,1,1,2,2,1,3,1,1,3,3,2
38,3,3,0,2,2,1,1,2,3,3,2,3,3,1,1,2,0,3,3,3,2,2,3,1,1,1,2,2,1,2,2,3,3,2,2,2,2,3,2,3,3,3,3,0,2,0,0,2,2,1
39,2,2,0,3,3,3,3,3,2,2,3,2,2,3,3,1,3,2,2,2,3,1,2,3,3,3,3,3,3,1,3,2,2,3,1,3,3,2,1,2,2,2,2,3,1,3,3,1,3,3
40,3,3,0,2,2,2,2,2,1,3,2,1,1,2,2,0,2,3,1,1,2,3,1,2,2,2,2,2,2,3,2,3,1,2,3,2,2,1,3,1,1,3,1,2,3,2,2,3,2,2
41,2,2,3,1,1,1,1,3,3,2,3,3,0,1,1,3,1,2,3,3,3,2,3,1,1,1,3,3,1,2,3,2,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3,2,3,3
42,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2,3,1,2,2,2,3,2,3,3,0,2,2,3,1,2,3,2,2,1,2,2,2,3,2,2,1,2,2,3,2,2,3,2,2
43,2,2,3,2,2,2,2,3,1,2,1,1,2,2,2,1,2,3,1,1,3,2,3,2,2,0,3,3,2,3,3,2,1,3,0,3,3,1,2,1,1,3,3,1,2,1,3,2,1,3
44,3,1,2,3,3,1,1,2,3,3,3,3,1,1,1,3,1,2,3,3,2,1,2,1,1,3,2,2,1,2,2,3,0,2,3,2,2,0,3,3,3,2,2,0,3,3,2,3,3,2
45,2,3,3,2,2,3,3,3,2,2,2,2,3,3,3,2,3,3,2,2,3,3,3,0,0,2,3,3,0,1,3,2,3,3,2,3,3,3,2,2,2,1,3,0,2,2,3,2,2,3
46,3,2,2,3,3,2,2,2,1,1,3,1,2,2,2,3,2,2,1,1,2,2,2,3,3,1,2,2,3,3,2,3,2,2,1,2,2,2,3,3,1,3,2,3,3,3,2,3,3,2
47,2,3,1,2,2,1,1,1,3,3,2,3,1,1,1,2,1,3,3,3,3,3,3,2,2,3,1,3,2,2,3,2,1,3,3,1,3,1,2,2,0,2,1,2,2,2,3,2,2,1
48,1,2,3,3,3,0,3,3,2,2,3,2,3,3,3,3,3,2,2,2,2,2,2,1,1,2,3,2,1,1,2,3,3,2,2,3,2,0,3,3,3,3,3,3,1,3,2,1,3,3
49,3,3,2,2,2,0,2,2,1,3,2,1,2,2,2,2,2,3,1,1,3,3,3,3,3,1,2,3,0,3,3,2,2,1,1,2,3,3,2,2,2,2,2,2,3,2,3,0,2,2
50,2,2,3,3,1,3,1,3,0,2,3,3,1,1,1,1,1,2,3,3,2,2,2,2,2,3,3,2,0,2,2,3,1,3,0,3,2,2,3,3,1,1,1,3,2,3,2,3,3,3
