#repetition,Firm0,Firm1
0,81.0,0.0
1,90.0,0.0
2,69.0,0.0
3,90.0,0.0
4,87.0,0.0
5,66.0,0.0
6,66.0,0.0
7,81.0,0.0
8,87.0,0.0
9,75.0,0.0
10,78.0,0.0
11,75.0,0.0
12,78.0,0.0
13,72.0,0.0
14,75.0,0.0
15,75.0,0.0
16,75.0,0.0
17,75.0,0.0
18,99.0,0.0
19,75.0,0.0
20,84.0,0.0
21,63.0,0.0
22,81.0,0.0
23,60.0,0.0
24,87.0,0.0
25,78.0,0.0
26,72.0,0.0
27,72.0,0.0
28,93.0,0.0
29,81.0,0.0
30,75.0,0.0
31,93.0,0.0
32,69.0,0.0
33,72.0,0.0
34,81.0,0.0
35,78.0,0.0
36,81.0,0.0
37,72.0,0.0
38,66.0,0.0
39,72.0,0.0
40,81.0,0.0
41,96.0,0.0
42,84.0,0.0
43,75.0,0.0
44,78.0,0.0
45,57.0,0.0
46,81.0,0.0
47,84.0,0.0
48,87.0,0.0
49,81.0,0.0
50,81.0,0.0
51,81.0,0.0
52,81.0,0.0
53,72.0,0.0
54,90.0,0.0
55,84.0,0.0
56,78.0,0.0
57,78.0,0.0
58,84.0,0.0
59,84.0,0.0
60,72.0,0.0
61,72.0,0.0
62,87.0,0.0
63,75.0,0.0
64,66.0,0.0
65,81.0,0.0
66,81.0,0.0
67,84.0,0.0
68,69.0,0.0
69,75.0,0.0
70,84.0,0.0
71,84.0,0.0
72,90.0,0.0
73,69.0,0.0
74,69.0,0.0
75,63.0,0.0
76,90.0,0.0
77,60.0,0.0
78,81.0,0.0
79,75.0,0.0
80,81.0,0.0
81,78.0,0.0
82,81.0,0.0
83,75.0,0.0
84,78.0,0.0
85,75.0,0.0
86,96.0,0.0
87,81.0,0.0
88,66.0,0.0
89,90.0,0.0
90,75.0,0.0
91,81.0,0.0
92,75.0,0.0
93,72.0,0.0
94,84.0,0.0
95,54.0,0.0
96,69.0,0.0
97,72.0,0.0
98,81.0,0.0
99,78.0,0.0
100,90.0,0.0
101,75.0,0.0
102,81.0,0.0
103,42.0,0.0
104,75.0,0.0
105,72.0,0.0
106,63.0,0.0
107,93.0,0.0
108,84.0,0.0
109,69.0,0.0
110,81.0,0.0
111,81.0,0.0
112,81.0,0.0
113,60.0,0.0
114,69.0,0.0
115,63.0,0.0
116,69.0,0.0
117,78.0,0.0
118,72.0,0.0
119,84.0,0.0
120,87.0,0.0
121,87.0,0.0
122,75.0,0.0
123,75.0,0.0
124,69.0,0.0
125,75.0,0.0
126,81.0,0.0
127,66.0,0.0
128,84.0,0.0
129,69.0,0.0
130,81.0,0.0
131,78.0,0.0
132,96.0,0.0
133,66.0,0.0
134,87.0,0.0
135,78.0,0.0
136,87.0,0.0
137,90.0,0.0
138,93.0,0.0
139,66.0,0.0
140,75.0,0.0
141,69.0,0.0
142,75.0,0.0
143,81.0,0.0
144,78.0,0.0
145,75.0,0.0
146,69.0,0.0
147,93.0,0.0
148,78.0,0.0
