#repetition,Firm0,Firm1
0,20.0,0.0
1,34.0,0.0
2,22.0,0.0
3,40.0,0.0
4,22.0,0.0
5,32.0,0.0
6,28.0,0.0
7,28.0,0.0
8,28.0,0.0
9,34.0,0.0
10,30.0,0.0
11,34.0,0.0
12,28.0,0.0
13,24.0,0.0
14,34.0,0.0
15,20.0,0.0
16,32.0,0.0
17,20.0,0.0
18,44.0,0.0
19,20.0,0.0
20,40.0,0.0
21,18.0,0.0
22,30.0,0.0
23,26.0,0.0
24,28.0,0.0
25,36.0,0.0
26,20.0,0.0
27,24.0,0.0
28,34.0,0.0
29,20.0,0.0
30,36.0,0.0
31,26.0,0.0
32,36.0,0.0
33,28.0,0.0
34,32.0,0.0
35,16.0,0.0
36,36.0,0.0
37,22.0,0.0
38,34.0,0.0
39,30.0,0.0
40,26.0,0.0
41,28.0,0.0
42,26.0,0.0
43,34.0,0.0
44,32.0,0.0
45,26.0,0.0
46,26.0,0.0
47,32.0,0.0
48,24.0,0.0
49,28.0,0.0
50,32.0,0.0
51,30.0,0.0
52,30.0,0.0
53,20.0,0.0
54,34.0,0.0
55,30.0,0.0
56,26.0,0.0
57,30.0,0.0
58,28.0,0.0
59,28.0,0.0
60,34.0,0.0
61,26.0,0.0
62,30.0,0.0
63,28.0,0.0
64,30.0,0.0
65,28.0,0.0
66,32.0,0.0
67,26.0,0.0
68,30.0,0.0
69,26.0,0.0
70,34.0,0.0
71,26.0,0.0
72,34.0,0.0
73,30.0,0.0
74,30.0,0.0
75,20.0,0.0
76,34.0,0.0
77,26.0,0.0
78,28.0,0.0
79,20.0,0.0
80,42.0,0.0
81,20.0,0.0
82,38.0,0.0
83,16.0,0.0
84,40.0,0.0
85,24.0,0.0
86,26.0,0.0
87,24.0,0.0
88,40.0,0.0
89,22.0,0.0
90,38.0,0.0
91,12.0,0.0
92,52.0,0.0
93,12.0,0.0
94,44.0,0.0
95,12.0,0.0
96,44.0,0.0
97,12.0,0.0
98,30.0,0.0
99,28.0,0.0
100,30.0,0.0
101,30.0,0.0
102,26.0,0.0
103,26.0,0.0
104,34.0,0.0
105,28.0,0.0
106,32.0,0.0
107,26.0,0.0
108,22.0,0.0
109,28.0,0.0
110,36.0,0.0
111,20.0,0.0
112,30.0,0.0
113,30.0,0.0
114,26.0,0.0
115,32.0,0.0
116,30.0,0.0
117,28.0,0.0
118,38.0,0.0
119,18.0,0.0
120,36.0,0.0
121,26.0,0.0
122,28.0,0.0
123,34.0,0.0
124,30.0,0.0
125,30.0,0.0
126,28.0,0.0
127,30.0,0.0
128,28.0,0.0
129,34.0,0.0
130,26.0,0.0
131,30.0,0.0
132,28.0,0.0
133,30.0,0.0
134,32.0,0.0
135,26.0,0.0
136,30.0,0.0
137,26.0,0.0
138,30.0,0.0
139,28.0,0.0
140,32.0,0.0
141,30.0,0.0
142,30.0,0.0
143,28.0,0.0
144,26.0,0.0
145,28.0,0.0
146,26.0,0.0
147,34.0,0.0
148,24.0,0.0
149,32.0,0.0
150,30.0,0.0
151,30.0,0.0
152,28.0,0.0
153,30.0,0.0
154,30.0,0.0
155,30.0,0.0
156,30.0,0.0
157,30.0,0.0
158,22.0,0.0
159,32.0,0.0
160,28.0,0.0
161,24.0,0.0
162,28.0,0.0
163,22.0,0.0
164,38.0,0.0
165,22.0,0.0
166,34.0,0.0
167,12.0,0.0
168,48.0,0.0
169,16.0,0.0
170,34.0,0.0
171,20.0,0.0
172,38.0,0.0
173,20.0,0.0
174,30.0,0.0
175,22.0,0.0
176,26.0,0.0
177,36.0,0.0
178,22.0,0.0
179,30.0,0.0
180,26.0,0.0
181,28.0,0.0
182,32.0,0.0
183,20.0,0.0
184,32.0,0.0
185,24.0,0.0
186,32.0,0.0
187,30.0,0.0
188,32.0,0.0
189,30.0,0.0
190,28.0,0.0
191,30.0,0.0
192,24.0,0.0
193,40.0,0.0
194,16.0,0.0
195,34.0,0.0
196,26.0,0.0
197,28.0,0.0
198,16.0,0.0
199,38.0,0.0
200,26.0,0.0
201,24.0,0.0
202,32.0,0.0
203,30.0,0.0
204,28.0,0.0
205,32.0,0.0
206,28.0,0.0
207,32.0,0.0
208,26.0,0.0
209,30.0,0.0
210,32.0,0.0
211,20.0,0.0
212,36.0,0.0
213,22.0,0.0
214,30.0,0.0
215,32.0,0.0
216,24.0,0.0
217,26.0,0.0
218,36.0,0.0
219,30.0,0.0
220,18.0,0.0
221,28.0,0.0
222,22.0,0.0
223,30.0,0.0
224,32.0,0.0
225,26.0,0.0
226,30.0,0.0
227,20.0,0.0
228,38.0,0.0
229,24.0,0.0
230,36.0,0.0
231,28.0,0.0
232,28.0,0.0
233,32.0,0.0
234,26.0,0.0
235,32.0,0.0
236,24.0,0.0
237,40.0,0.0
238,22.0,0.0
239,26.0,0.0
240,26.0,0.0
241,32.0,0.0
242,14.0,0.0
243,38.0,0.0
244,24.0,0.0
