#repetition,Firm0,Firm1
0,1,3
1,3,3
2,1,3
3,3,3
4,1,3
5,3,3
6,1,3
7,3,3
8,1,3
9,3,3
10,1,3
11,3,3
12,1,3
13,3,3
14,1,3
15,3,3
16,1,3
17,3,3
18,1,3
19,3,3
20,1,3
21,3,3
22,1,3
23,3,3
24,1,3
25,3,3
26,1,3
27,3,3
28,1,3
29,3,3
30,1,3
31,3,3
32,1,3
33,3,3
34,1,3
35,3,3
36,1,3
37,3,3
38,1,3
39,3,3
40,1,3
41,3,3
42,1,3
43,3,3
44,1,3
45,3,3
46,1,3
47,3,3
48,1,3
49,3,3
50,1,3
51,3,3
52,1,3
53,3,3
54,1,3
55,3,3
56,1,3
57,3,3
58,1,3
59,3,3
60,1,3
61,3,3
62,1,3
63,3,3
64,1,3
65,3,3
66,1,3
67,3,3
68,1,3
69,3,3
70,1,3
71,3,3
72,1,3
73,3,3
74,1,3
75,3,3
76,1,3
77,3,3
78,1,3
79,3,3
80,1,3
81,3,3
82,1,3
83,3,3
84,1,3
85,3,3
86,1,3
87,3,3
88,1,3
89,3,3
90,1,3
91,3,3
92,1,3
93,3,3
94,1,3
95,3,3
96,1,3
97,3,3
98,1,3
99,3,3
100,1,3
101,3,3
102,1,3
103,3,3
104,1,3
105,3,3
106,1,3
107,3,3
108,1,3
109,3,3
110,1,3
111,3,3
112,1,3
113,3,3
114,1,3
115,3,3
116,1,3
117,3,3
118,1,3
119,3,3
120,1,3
121,3,3
122,1,3
123,3,3
124,1,3
125,3,3
126,1,3
127,3,3
128,1,3
129,3,3
130,1,3
131,3,3
132,1,3
133,3,3
134,1,3
135,3,3
136,1,3
137,3,3
138,1,3
139,3,3
140,1,3
141,3,3
142,1,3
143,3,3
144,1,3
145,3,3
146,1,3
147,3,3
148,1,3
149,3,3
150,1,3
151,3,3
152,1,3
153,3,3
154,1,3
155,3,3
156,1,3
157,3,3
158,1,3
159,3,3
160,1,3
161,3,3
162,1,3
163,3,3
164,1,3
165,3,3
166,1,3
167,3,3
168,1,3
169,3,3
170,1,3
171,3,3
172,1,3
173,3,3
174,1,3
175,3,3
176,1,3
177,3,3
178,1,3
179,3,3
180,1,3
181,3,3
182,1,3
183,3,3
184,1,3
185,3,3
186,1,3
187,3,3
188,1,3
189,3,3
190,1,3
191,3,3
192,1,3
193,3,3
194,1,3
195,3,3
196,1,3
197,3,3
198,1,3
199,3,3
200,1,3
201,3,3
202,1,3
203,3,3
204,1,3
205,3,3
206,1,3
207,3,3
208,1,3
209,3,3
210,1,3
211,3,3
212,1,3
213,3,3
214,1,3
215,3,3
216,1,3
217,3,3
218,1,3
219,3,3
220,1,3
221,3,3
222,1,3
223,3,3
224,1,3
225,3,3
226,1,3
227,3,3
228,1,3
229,3,3
230,1,3
231,3,3
232,1,3
233,3,3
234,1,3
235,3,3
236,1,3
237,3,3
238,1,3
239,3,3
240,1,3
241,3,3
242,1,3
243,3,3
244,1,3
245,3,3
246,1,3
247,3,3
248,1,3
249,3,3
250,1,3
251,3,3
252,1,3
253,3,3
254,1,3
255,3,3
256,1,3
257,3,3
258,1,3
259,3,3
260,1,3
261,3,3
262,1,3
263,3,3
264,1,3
265,3,3
266,1,3
267,3,3
268,1,3
269,3,3
270,1,3
271,3,3
272,1,3
273,3,3
274,1,3
275,3,3
276,1,3
277,3,3
278,1,3
279,3,3
280,1,3
281,3,3
282,1,3
283,3,3
284,1,3
285,3,3
286,1,3
287,3,3
288,1,3
289,3,3
290,1,3
291,3,3
292,1,3
293,3,3
294,1,3
295,3,3
296,1,3
297,3,3
298,1,3
299,3,3
300,1,3
301,3,3
302,1,3
303,3,3
304,1,3
305,3,3
306,1,3
307,3,3
308,1,3
309,3,3
310,1,3
311,3,3
312,1,3
313,3,3
314,1,3
315,3,3
316,1,3
317,3,3
318,1,3
319,3,3
320,1,3
321,3,3
322,1,3
323,3,3
324,1,3
325,3,3
326,1,3
327,3,3
328,1,3
329,3,3
330,1,3
331,3,3
332,1,3
333,3,3
334,1,3
335,3,3
336,1,3
337,3,3
338,1,3
339,3,3
340,1,3
341,3,3
342,1,3
343,3,3
344,1,3
345,3,3
346,1,3
347,3,3
348,1,3
349,3,3
350,1,3
351,3,3
352,1,3
353,3,3
354,1,3
355,3,3
356,1,3
357,3,3
358,1,3
359,3,3
360,1,3
361,3,3
362,1,3
363,3,3
364,1,3
365,3,3
366,1,3
367,3,3
368,1,3
369,3,3
370,1,3
371,3,3
372,1,3
373,3,3
374,1,3
375,3,3
376,1,3
377,3,3
378,1,3
379,3,3
380,1,3
381,3,3
382,1,3
383,3,3
384,1,3
385,3,3
386,1,3
387,3,3
388,1,3
389,3,3
390,1,3
391,3,3
392,1,3
393,3,3
394,1,3
395,3,3
396,1,3
397,3,3
398,1,3
399,3,3
400,1,3
401,3,3
402,1,3
403,3,3
404,1,3
405,3,3
406,1,3
407,3,3
408,1,3
409,3,3
410,1,3
411,3,3
412,1,3
413,3,3
414,1,3
415,3,3
416,1,3
417,3,3
418,1,3
419,3,3
420,1,3
421,3,3
422,1,3
423,3,3
424,1,3
425,3,3
426,1,3
427,3,3
428,1,3
429,3,3
430,1,3
431,3,3
432,1,3
433,3,3
434,1,3
435,3,3
436,1,3
437,3,3
438,1,3
439,3,3
440,1,3
441,3,3
442,1,3
443,3,3
444,1,3
445,3,3
446,1,3
447,3,3
448,1,3
449,3,3
450,1,3
451,3,3
452,1,3
453,3,3
454,1,3
455,3,3
456,1,3
457,3,3
458,1,3
459,3,3
460,1,3
461,3,3
462,1,3
463,3,3
464,1,3
465,3,3
466,1,3
467,3,3
468,1,3
469,3,3
470,1,3
471,3,3
472,1,3
473,3,3
474,1,3
475,3,3
476,1,3
477,3,3
478,1,3
479,3,3
480,1,3
481,3,3
482,1,3
483,3,3
484,1,3
485,3,3
486,1,3
487,3,3
488,1,3
489,3,3
490,1,3
491,3,3
492,1,3
493,3,3
494,1,3
495,3,3
496,1,3
497,3,3
498,1,3
499,3,3
500,1,3
501,3,3
502,1,3
503,3,3
504,1,3
505,3,3
506,1,3
507,3,3
508,1,3
509,3,3
510,1,3
511,3,3
512,1,3
513,3,3
514,1,3
515,3,3
516,1,3
517,3,3
518,1,3
519,3,3
520,1,3
521,3,3
522,1,3
523,3,3
