#repetition,Firm0,Firm1
0,20.0,8.0
1,22.0,6.0
2,20.0,22.0
3,14.0,24.0
4,12.0,16.0
5,12.0,16.0
6,22.0,8.0
7,14.0,14.0
8,14.0,22.0
9,16.0,20.0
10,14.0,22.0
11,6.0,12.0
12,8.0,16.0
13,20.0,4.0
14,20.0,10.0
15,18.0,18.0
16,4.0,14.0
17,14.0,22.0
18,12.0,16.0
19,20.0,16.0
20,14.0,14.0
21,20.0,8.0
22,18.0,14.0
23,10.0,28.0
24,10.0,20.0
25,12.0,18.0
26,18.0,6.0
27,24.0,6.0
28,16.0,16.0
29,12.0,10.0
30,12.0,22.0
31,14.0,12.0
32,16.0,20.0
33,4.0,24.0
34,10.0,24.0
35,8.0,28.0
36,6.0,26.0
37,12.0,20.0
38,10.0,12.0
39,22.0,12.0
40,16.0,10.0
41,18.0,10.0
42,26.0,14.0
43,26.0,14.0
44,20.0,18.0
45,16.0,16.0
46,16.0,16.0
47,22.0,16.0
48,14.0,10.0
49,24.0,14.0
50,16.0,18.0
51,18.0,14.0
52,18.0,10.0
53,22.0,8.0
54,22.0,14.0
55,10.0,20.0
56,20.0,10.0
57,20.0,12.0
58,26.0,10.0
59,20.0,18.0
60,12.0,16.0
61,16.0,10.0
62,18.0,12.0
63,16.0,16.0
64,20.0,4.0
65,20.0,12.0
66,12.0,14.0
67,16.0,14.0
68,12.0,14.0
69,18.0,20.0
70,2.0,12.0
71,20.0,18.0
72,20.0,12.0
73,14.0,16.0
74,6.0,14.0
75,18.0,20.0
76,18.0,12.0
77,12.0,20.0
78,16.0,16.0
79,20.0,16.0
80,20.0,12.0
81,24.0,20.0
82,20.0,16.0
83,16.0,14.0
84,6.0,26.0
85,20.0,22.0
86,16.0,18.0
87,8.0,18.0
88,12.0,16.0
89,16.0,18.0
90,12.0,16.0
91,30.0,0.0
92,22.0,14.0
93,6.0,22.0
94,14.0,22.0
95,12.0,20.0
96,16.0,24.0
97,12.0,22.0
98,6.0,12.0
99,24.0,12.0
100,10.0,16.0
101,12.0,16.0
102,14.0,18.0
103,16.0,22.0
104,8.0,14.0
105,30.0,4.0
106,24.0,16.0
107,6.0,14.0
108,10.0,8.0
109,10.0,10.0
110,22.0,10.0
111,8.0,12.0
112,24.0,10.0
