#repetition,Firm0,Firm1
0,37,0
1,36,0
2,37,0
3,38,0
4,34,0
5,37,0
6,35,0
7,38,0
8,39,0
9,41,0
10,40,0
11,39,0
12,36,0
13,36,0
14,36,0
15,31,0
16,37,0
17,34,0
18,37,0
19,36,0
20,38,0
21,34,0
22,44,0
23,28,0
24,40,0
25,35,0
26,38,0
27,41,0
28,42,0
29,35,0
30,40,0
31,38,0
32,32,0
33,36,0
34,42,0
35,37,0
36,42,0
37,36,0
38,34,0
39,37,0
40,39,0
41,44,0
42,42,0
43,39,0
44,42,0
45,40,0
46,38,0
47,35,0
48,37,0
49,40,0
50,37,0
51,42,0
52,37,0
53,37,0
54,36,0
55,41,0
56,40,0
57,37,0
58,40,0
59,39,0
60,36,0
61,40,0
62,37,0
63,35,0
64,38,0
65,38,0
66,38,0
67,40,0
68,39,0
69,38,0
70,37,0
71,42,0
72,35,0
73,37,0
74,36,0
75,44,0
76,37,0
77,43,0
78,38,0
79,38,0
80,42,0
81,39,0
82,40,0
83,32,0
84,35,0
85,39,0
86,32,0
87,41,0
88,40,0
89,36,0
90,36,0
91,34,0
92,40,0
93,34,0
94,34,0
95,37,0
96,41,0
97,34,0
98,38,0
99,35,0
100,33,0
101,41,0
102,39,0
103,44,0
104,40,0
105,39,0
106,36,0
107,39,0
108,37,0
109,37,0
110,42,0
111,39,0
112,38,0
113,38,0
114,38,0
115,41,0
116,38,0
117,41,0
118,38,0
119,37,0
120,40,0
121,37,0
122,37,0
123,39,0
124,39,0
125,26,0
126,35,0
127,34,0
128,40,0
129,35,0
130,36,0
131,34,0
132,41,0
133,38,0
134,39,0
135,37,0
136,36,0
137,38,0
138,35,0
139,36,0
140,35,0
141,37,0
142,39,0
143,35,0
144,38,0
145,42,0
146,35,0
147,40,0
148,38,0
149,36,0
150,34,0
151,33,0
152,38,0
153,34,0
154,39,0
155,37,0
156,36,0
157,38,0
158,37,0
159,36,0
160,38,0
161,34,0
162,38,0
163,37,0
164,37,0
165,41,0
166,40,0
167,35,0
168,38,0
169,34,0
170,36,0
171,39,0
172,40,0
173,42,0
174,34,0
175,39,0
176,35,0
177,38,0
178,39,0
179,40,0
180,41,0
181,34,0
182,35,0
183,39,0
184,36,0
185,37,0
186,38,0
187,36,0
188,40,0
189,37,0
190,38,0
191,37,0
192,37,0
193,39,0
194,42,0
195,39,0
196,40,0
197,38,0
198,37,0
199,37,0
200,39,0
201,37,0
202,40,0
203,38,0
204,39,0
205,37,0
206,31,0
207,35,0
208,40,0
209,38,0
210,36,0
211,37,0
212,37,0
213,43,0
214,40,0
215,34,0
216,37,0
217,37,0
218,36,0
219,38,0
220,36,0
221,36,0
222,35,0
223,35,0
224,43,0
225,37,0
226,38,0
227,36,0
228,42,0
229,38,0
230,36,0
231,36,0
232,36,0
233,35,0
234,38,0
235,38,0
236,41,0
237,36,0
238,36,0
239,39,0
240,36,0
241,38,0
242,42,0
243,35,0
244,40,0
245,34,0
246,35,0
247,39,0
248,37,0
249,38,0
250,41,0
251,40,0
252,40,0
253,37,0
254,40,0
255,40,0
256,38,0
257,35,0
258,38,0
259,35,0
260,43,0
261,36,0
262,41,0
263,34,0
264,38,0
265,37,0
266,36,0
267,36,0
268,38,0
269,41,0
270,34,0
271,38,0
272,37,0
273,37,0
274,39,0
275,30,0
276,39,0
277,40,0
278,42,0
279,35,0
280,38,0
281,39,0
282,36,0
283,40,0
284,38,0
285,45,0
286,39,0
287,40,0
288,38,0
289,40,0
290,39,0
291,37,0
292,37,0
293,36,0
294,37,0
295,37,0
296,37,0
297,37,0
298,36,0
299,38,0
300,35,0
301,39,0
302,36,0
303,37,0
304,37,0
305,39,0
306,35,0
307,40,0
308,39,0
309,36,0
310,41,0
311,38,0
312,37,0
313,38,0
314,32,0
315,33,0
316,42,0
317,35,0
318,39,0
319,37,0
320,37,0
321,36,0
322,37,0
323,35,0
324,38,0
325,37,0
326,42,0
327,35,0
328,38,0
329,39,0
330,41,0
331,37,0
332,38,0
333,31,0
334,41,0
335,34,0
336,39,0
337,34,0
338,35,0
339,41,0
340,39,0
341,38,0
342,35,0
343,37,0
344,36,0
345,40,0
346,34,0
347,36,0
348,43,0
349,37,0
350,39,0
351,38,0
352,34,0
353,34,0
354,38,0
355,34,0
356,40,0
357,37,0
358,37,0
359,42,0
360,37,0
