#repetition,Firm0,Firm1
0,37,0
1,36,0
2,37,0
3,42,0
4,34,0
5,35,0
6,38,0
7,41,0
8,38,0
9,32,0
10,37,0
11,42,0
12,34,0
13,37,0
14,37,0
15,40,0
16,39,0
17,40,0
18,40,0
19,34,0
20,36,0
21,37,0
22,38,0
23,35,0
24,41,0
25,30,0
26,43,0
27,37,0
28,33,0
29,40,0
30,35,0
31,40,0
32,36,0
33,41,0
34,34,0
35,37,0
36,38,0
37,31,0
38,40,0
39,35,0
40,39,0
41,39,0
42,41,0
43,35,0
44,37,0
45,39,0
46,39,0
47,33,0
48,44,0
49,36,0
50,42,0
51,35,0
52,43,0
53,32,0
54,38,0
55,35,0
56,38,0
57,41,0
58,36,0
59,39,0
60,39,0
61,36,0
62,31,0
63,38,0
64,43,0
65,36,0
66,38,0
67,42,0
68,37,0
69,40,0
70,38,0
71,44,0
72,41,0
73,35,0
74,36,0
75,38,0
76,36,0
77,31,0
78,33,0
79,32,0
80,43,0
81,33,0
82,41,0
83,38,0
84,36,0
85,35,0
86,44,0
87,33,0
88,36,0
89,39,0
90,35,0
91,42,0
92,35,0
93,32,0
94,39,0
95,38,0
96,41,0
97,37,0
98,38,0
99,39,0
100,34,0
101,36,0
102,35,0
103,37,0
104,31,0
105,42,0
106,34,0
107,37,0
108,38,0
109,37,0
110,41,0
111,34,0
112,31,0
113,38,0
114,36,0
115,35,0
116,38,0
117,40,0
118,38,0
119,32,0
120,33,0
121,36,0
122,34,0
123,35,0
124,41,0
125,35,0
126,33,0
127,41,0
128,41,0
129,37,0
130,34,0
131,41,0
132,41,0
133,37,0
134,36,0
135,38,0
136,37,0
137,35,0
138,30,0
139,45,0
140,38,0
141,41,0
142,36,0
143,39,0
144,38,0
145,42,0
146,34,0
147,44,0
148,33,0
149,44,0
150,38,0
151,38,0
152,40,0
153,38,0
154,36,0
155,32,0
156,38,0
157,36,0
158,40,0
159,35,0
160,39,0
161,35,0
162,38,0
163,32,0
164,39,0
165,35,0
166,42,0
167,39,0
168,37,0
169,36,0
170,41,0
171,40,0
172,36,0
173,39,0
174,38,0
175,35,0
176,36,0
177,41,0
178,39,0
179,35,0
180,41,0
181,37,0
182,42,0
183,40,0
184,39,0
185,39,0
186,37,0
187,35,0
188,37,0
189,39,0
190,38,0
191,37,0
192,44,0
193,35,0
194,39,0
195,38,0
196,36,0
197,41,0
198,30,0
199,38,0
200,37,0
201,42,0
202,38,0
203,36,0
204,34,0
205,38,0
206,38,0
207,36,0
208,35,0
209,40,0
210,38,0
211,39,0
212,31,0
213,34,0
214,39,0
215,34,0
216,38,0
217,39,0
218,38,0
219,33,0
220,38,0
221,35,0
222,39,0
223,39,0
224,35,0
225,39,0
226,40,0
227,36,0
228,40,0
229,36,0
230,41,0
231,39,0
232,37,0
233,38,0
234,35,0
235,38,0
236,37,0
237,43,0
238,34,0
239,36,0
240,37,0
241,39,0
242,40,0
243,37,0
244,37,0
245,36,0
246,34,0
247,31,0
248,32,0
249,35,0
250,37,0
251,36,0
252,34,0
253,39,0
254,36,0
255,39,0
256,39,0
257,38,0
258,34,0
259,32,0
260,36,0
261,33,0
262,35,0
263,40,0
264,36,0
265,33,0
266,40,0
267,41,0
268,37,0
269,39,0
270,40,0
271,33,0
272,33,0
273,37,0
274,41,0
275,38,0
276,34,0
277,36,0
278,42,0
279,38,0
280,40,0
281,37,0
282,37,0
283,34,0
284,39,0
285,35,0
286,37,0
287,35,0
288,38,0
289,34,0
290,35,0
291,37,0
292,38,0
293,40,0
294,40,0
295,40,0
296,34,0
297,35,0
298,41,0
299,33,0
300,40,0
301,37,0
302,41,0
303,36,0
304,40,0
305,39,0
306,35,0
307,34,0
308,42,0
309,33,0
310,34,0
311,35,0
312,39,0
313,33,0
314,39,0
315,37,0
316,39,0
317,40,0
318,37,0
319,39,0
320,37,0
321,33,0
322,38,0
323,31,0
324,40,0
325,34,0
326,37,0
327,35,0
328,36,0
329,35,0
330,39,0
331,39,0
332,32,0
333,35,0
334,32,0
335,39,0
336,36,0
337,35,0
338,37,0
339,36,0
340,39,0
341,42,0
342,30,0
343,35,0
344,41,0
345,35,0
346,38,0
347,41,0
348,38,0
349,39,0
350,35,0
351,41,0
352,37,0
353,32,0
354,41,0
355,36,0
356,37,0
357,40,0
358,32,0
359,35,0
360,40,0
