#repetition,TotalFirmProfit,TotalConsumerUtility,SocialWelfair,firmEpsilon,consumerEpsilon,Firm0's Quality,Firm1's Quality,Firm0's Price,Firm1's Price
0,-11.0,-15.90625,-26.90625,0.3,0.0,0.0,2.0,3.0,3.0
1,-1321.0,-2459.46875,-3780.46875,0.2999996250001874,0.0,2.0,0.0,2.0,3.0
2,6618.0,-6859.34375,-241.34375,0.29999850000299993,0.0,2.0,2.0,3.0,2.0
3,9147.0,-8662.84375,484.15625,0.2999966250151875,0.0,0.0,2.0,3.0,2.0
4,10460.0,-9609.84375,850.15625,0.2999940000479998,0.0,0.0,2.0,3.0,2.0
5,10031.0,-9363.65625,667.34375,0.29999062511718677,0.0,2.0,0.0,1.0,1.0
6,8920.0,-9288.1875,-368.1875,0.2999865002429978,0.0,2.0,0.0,2.0,3.0
7,9156.0,-9042.78125,113.21875,0.2999816254501819,0.0,1.0,2.0,3.0,3.0
8,10151.0,-9918.34375,232.65625,0.2999760007679877,0.0,1.0,2.0,1.0,2.0
9,9749.0,-9508.71875,240.28125,0.2999696262301625,0.0,2.0,1.0,1.0,2.0
10,10428.0,-10370.875,57.125,0.29996250187495305,0.0,0.0,2.0,3.0,2.0
11,9312.0,-9551.71875,-239.71875,0.2999546277451044,0.0,3.0,0.0,1.0,3.0
12,8230.0,-9158.34375,-928.34375,0.29994600388785997,0.0,0.0,2.0,1.0,2.0
13,8077.0,-8508.1875,-431.1875,0.2999366303549612,0.0,0.0,2.0,3.0,2.0
14,6728.0,-8403.625,-1675.625,0.2999265072026471,0.0,1.0,2.0,2.0,2.0
15,8697.0,-9085.0,-388.0,0.2999156344916536,0.0,2.0,2.0,2.0,2.0
16,7082.0,-8332.8125,-1250.8125,0.29990401228721364,0.0,0.0,2.0,1.0,2.0
17,6605.0,-8022.125,-1417.125,0.2998916406590561,0.0,2.0,2.0,1.0,3.0
18,8535.0,-9057.25,-522.25,0.2998785196814057,0.0,0.0,2.0,1.0,2.0
19,6996.0,-8634.34375,-1638.34375,0.2998646494329824,0.0,2.0,2.0,3.0,2.0
20,8350.0,-8581.21875,-231.21875,0.29985002999700017,0.0,1.0,2.0,1.0,2.0
21,8364.0,-8840.28125,-476.28125,0.29983466146116744,0.0,1.0,2.0,1.0,2.0
22,8027.0,-8358.46875,-331.46875,0.2998185439176856,0.0,0.0,3.0,3.0,1.0
23,8502.0,-8890.90625,-388.90625,0.2998016774632489,0.0,0.0,1.0,3.0,1.0
24,6203.0,-7570.125,-1367.125,0.29978406219904263,0.0,0.0,2.0,1.0,2.0
25,6891.0,-7777.90625,-886.90625,0.29976569823074434,0.0,1.0,2.0,2.0,2.0
26,7098.0,-8095.8125,-997.8125,0.29974658566852086,0.0,0.0,2.0,3.0,2.0
27,6272.0,-7631.84375,-1359.84375,0.29972672462702876,0.0,3.0,2.0,3.0,2.0
28,7361.0,-8342.3125,-981.3125,0.2997061152254136,0.0,1.0,3.0,3.0,2.0
29,8061.0,-8603.9375,-542.9375,0.2996847575873081,0.0,0.0,2.0,3.0,2.0
30,8007.0,-8378.78125,-371.78125,0.2996626518408319,0.0,2.0,2.0,1.0,3.0
31,9285.0,-9236.0,49.0,0.29963979811859065,0.0,1.0,0.0,3.0,3.0
32,6368.0,-7353.5625,-985.5625,0.29961619655767474,0.0,0.0,2.0,1.0,2.0
33,7763.0,-8157.59375,-394.59375,0.2995918472996582,0.0,0.0,3.0,3.0,2.0
34,7008.0,-7953.28125,-945.28125,0.2995667504905978,0.0,2.0,0.0,3.0,3.0
35,8260.0,-8640.90625,-380.90625,0.2995409062810321,0.0,1.0,2.0,2.0,2.0
36,5562.0,-6984.8125,-1422.8125,0.29951431482597984,0.0,2.0,3.0,1.0,2.0
37,7661.0,-8740.6875,-1079.6875,0.2994869762849397,0.0,1.0,2.0,3.0,2.0
38,9254.0,-9156.75,97.25,0.29945889082188787,0.0,0.0,2.0,3.0,2.0
39,8689.0,-8995.1875,-306.1875,0.29943005860527777,0.0,2.0,0.0,1.0,1.0
40,6655.0,-7730.34375,-1075.34375,0.29940047980803847,0.0,0.0,2.0,3.0,2.0
41,7364.0,-8135.09375,-771.09375,0.29937015460757316,0.0,0.0,2.0,1.0,2.0
42,9264.0,-8963.53125,300.46875,0.2993390831857583,0.0,3.0,0.0,2.0,1.0
43,9848.0,-9481.78125,366.21875,0.2993072657289421,0.0,2.0,2.0,1.0,3.0
44,7279.0,-7762.53125,-483.53125,0.2992747024279425,0.0,1.0,2.0,1.0,2.0
45,6950.0,-8079.03125,-1129.03125,0.2992413934780469,0.0,0.0,2.0,1.0,2.0
46,8059.0,-8603.125,-544.125,0.29920733907900976,0.0,2.0,2.0,3.0,2.0
47,7361.0,-8124.96875,-763.96875,0.29917253943505123,0.0,1.0,2.0,1.0,2.0
48,6147.0,-7254.5,-1107.5,0.2991369947548561,0.0,0.0,1.0,1.0,1.0
49,7948.0,-8180.46875,-232.46875,0.2991007052515719,0.0,0.0,1.0,3.0,1.0
50,7600.0,-7950.34375,-350.34375,0.29906367114280696,0.0,0.0,2.0,1.0,2.0
51,8240.0,-8612.75,-372.75,0.2990258926506297,0.0,0.0,2.0,3.0,2.0
52,8954.0,-9105.46875,-151.46875,0.29898737000156583,0.0,1.0,2.0,1.0,2.0
53,10138.0,-9429.53125,708.46875,0.2989481034265978,0.0,0.0,2.0,1.0,2.0
54,8893.0,-8685.65625,207.34375,0.2989080931611621,0.0,2.0,0.0,3.0,1.0
55,9997.0,-9454.625,542.375,0.298867339445148,0.0,0.0,2.0,2.0,2.0
56,9937.0,-9338.28125,598.71875,0.2988258425228957,0.0,2.0,2.0,3.0,2.0
57,8050.0,-8620.46875,-570.46875,0.29878360264319437,0.0,1.0,1.0,2.0,1.0
58,7840.0,-8038.3125,-198.3125,0.29874062005928026,0.0,0.0,2.0,3.0,2.0
