#repetition,Consumer0,Consumer1,Consumer2,Consumer3,Consumer4,Consumer5,Consumer6,Consumer7,Consumer8,Consumer9,Consumer10,Consumer11,Consumer12,Consumer13,Consumer14,Consumer15,Consumer16,Consumer17,Consumer18,Consumer19,Consumer20,Consumer21,Consumer22,Consumer23,Consumer24,Consumer25,Consumer26,Consumer27,Consumer28,Consumer29,Consumer30,Consumer31,Consumer32,Consumer33,Consumer34,Consumer35,Consumer36,Consumer37,Consumer38,Consumer39,Consumer40,Consumer41,Consumer42,Consumer43,Consumer44,Consumer45,Consumer46,Consumer47,Consumer48,Consumer49
0,0,2,2,2,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2,2,0,0,0,2,2,2,0,2,0,2,0,2,2,2,0,2,2,2,0,2,2,2,2,2
1,3,3,1,3,3,3,3,3,1,0,3,3,1,3,3,3,1,3,1,3,3,3,1,1,1,3,3,3,3,1,1,1,3,3,3,3,0,3,1,3,3,1,3,1,3,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,0,2
3,3,3,1,3,3,3,1,3,1,1,3,3,1,1,3,1,1,1,3,1,3,3,1,3,1,3,1,3,3,1,0,1,1,3,1,3,1,3,0,1,3,3,3,1,1,0,1,1,3,1
4,2,2,0,2,2,2,0,2,2,0,2,2,2,0,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,0,2,0,2,0,2,0,2,2,2,2,2,0,0,2,2,2,2
5,3,3,3,3,3,3,3,3,1,0,3,3,1,3,3,3,1,3,3,1,3,3,1,3,1,3,3,1,1,0,3,3,3,3,3,1,0,3,3,1,3,3,3,1,3,0,1,1,1,1
6,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,0,2,0,2
7,1,3,1,3,3,3,3,3,1,3,3,3,1,1,3,3,0,1,1,1,1,3,1,1,3,3,1,0,1,3,1,1,1,3,1,3,1,3,1,3,3,3,1,1,1,3,0,1,3,1
8,0,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2,0,0,2,0,2,2,2,0,0,0,2,2,0,0,2,0,2,0,2,2,2,2,2,0,2,0,2,0,2,2,2
9,3,3,3,3,1,3,3,1,1,1,3,1,1,3,3,3,3,3,1,0,0,3,3,1,1,1,3,3,3,3,1,0,3,1,3,3,0,3,1,3,3,3,0,1,0,1,3,1,1,1
10,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,0,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,2,2,0,0
11,3,3,1,1,1,3,1,0,1,1,3,3,1,1,3,3,3,1,3,3,1,3,3,3,3,3,1,3,3,1,3,1,1,1,1,3,1,3,0,3,3,1,3,1,1,3,3,1,0,3
12,2,2,2,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,2,2,0,2,2,2,2,2,0,2,2,2,2,0,0,2,0,2,0,2,2,2,2,0,2,2,0,2,2,2,2,2
13,3,3,1,0,3,3,1,1,1,0,3,1,1,3,3,3,1,3,3,3,0,3,3,3,1,3,3,3,1,1,3,0,3,1,3,3,0,3,1,3,1,0,1,1,0,1,1,1,1,3
14,2,2,2,0,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,2,0,2,0,0,0,2,0,0,2,2,2,2
15,1,3,1,3,3,3,3,1,1,1,3,3,1,1,3,3,3,1,1,1,1,1,1,3,1,3,1,3,1,0,1,1,1,3,1,3,3,3,0,3,0,3,3,1,0,3,1,1,1,3
16,0,2,0,2,2,2,2,2,2,0,2,2,2,0,2,2,2,0,2,2,0,0,2,2,2,2,0,2,0,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2
17,3,3,3,1,3,3,3,1,1,0,1,3,1,3,3,3,3,3,1,1,0,3,1,3,1,3,3,3,0,1,1,3,0,3,3,3,3,3,1,3,1,3,3,1,0,1,1,1,3,3
18,2,2,2,0,2,2,2,0,0,2,0,2,2,2,2,2,2,2,0,0,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2,2,0,0,2,2,2
19,3,3,1,3,3,3,3,3,3,1,0,3,1,1,3,1,3,1,3,0,1,3,1,1,3,3,1,1,1,1,1,3,3,3,1,3,3,3,0,3,0,3,1,1,1,3,0,1,3,3
20,2,2,0,2,2,2,2,2,2,0,0,2,2,0,2,0,2,0,2,2,0,2,2,2,2,2,0,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2
21,3,3,3,3,3,3,3,3,3,0,3,3,1,3,3,3,1,0,3,1,0,3,1,1,3,3,0,3,3,1,1,3,1,3,3,3,3,3,1,3,1,3,1,1,3,1,3,1,1,3
22,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,0,2,2,2,2,2,0,2,0,2,0,0,2,0,2,2,0,2
23,1,3,1,1,1,3,3,3,1,1,3,3,3,1,3,3,1,1,1,1,1,3,0,0,3,3,3,3,3,1,1,3,3,3,1,3,3,3,0,3,0,3,3,3,1,0,3,1,3,3
24,0,2,2,2,2,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2
25,3,1,1,1,1,3,1,3,0,0,3,3,1,3,3,3,1,1,3,3,0,3,1,1,3,3,3,3,1,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,3,0,1,1,1,3
26,2,0,2,0,2,2,0,2,2,0,2,2,0,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,0,2,0,2,2,0,2,0,2,2,2,2,0,2,2,0,2
27,1,3,1,3,1,3,0,3,1,3,3,1,3,1,1,1,3,3,1,1,1,3,1,3,1,3,1,1,1,1,1,3,0,3,1,3,3,1,0,1,0,3,3,1,1,3,1,1,0,3
28,0,2,0,2,0,2,2,2,2,2,2,0,2,0,0,0,2,2,0,2,0,2,2,2,0,2,0,0,0,0,2,2,0,2,0,2,2,2,2,0,2,2,2,2,0,2,2,0,2,2
29,0,3,3,3,3,1,1,3,1,3,3,3,1,3,3,3,3,1,3,1,0,1,1,3,3,3,3,3,0,3,1,3,3,3,3,3,3,1,1,3,1,3,3,1,3,1,1,3,1,3
30,0,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,2,2,0,2,0,0,2,2,2
31,0,3,1,3,3,3,3,3,1,3,3,3,0,1,3,1,3,1,1,1,3,1,0,3,3,3,1,3,1,1,3,3,1,3,1,3,3,3,0,3,0,3,3,0,1,0,0,1,1,3
32,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,2,0,2,2,2,2,0,2,0,2,2,2,0,2,0,2,2,2,2,2,0,2,2,0,0,0,0,2,0,2
33,0,1,1,3,3,3,3,3,1,3,3,3,1,3,3,3,3,1,1,0,3,3,1,1,3,1,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,0,0,0,3,1,3,3
34,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2
35,0,3,1,3,3,1,3,3,1,3,3,3,1,1,1,3,3,3,3,3,3,3,1,3,3,3,1,3,1,1,1,3,1,3,1,3,3,3,0,3,3,3,3,1,0,3,3,1,3,3
36,0,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2
37,3,3,3,3,3,1,3,3,1,3,1,3,0,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,1,1,1,3,0,1,3,1,3,3,3,3,3,3,3,1,0,1,1,1,1,1
38,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,0,0,0,2,0,2
39,1,3,1,3,3,0,3,3,1,3,1,3,1,1,1,3,3,1,1,1,3,1,1,3,3,3,1,3,1,1,1,3,3,1,1,3,1,3,1,1,1,3,3,1,0,3,0,1,3,1
40,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,0,0,2,0,2,2,2,2,0,2,0,2,0,2,2,2,0,2,0,2,2,2,2,2,2,2,0,2,0,2,2,2
41,3,3,1,3,1,1,3,3,1,3,1,3,1,3,3,3,3,3,0,3,3,3,1,1,3,3,3,3,0,1,0,3,1,1,3,1,0,3,1,1,1,1,3,1,3,1,0,1,1,1
42,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,0,2,0,2,2,0,2,2,0,0,0,0,2,2,2,0,2,2,0,2
43,3,3,1,1,1,3,1,3,1,3,1,3,1,1,3,3,3,1,3,1,3,3,1,3,3,3,1,1,0,1,3,3,3,1,1,3,1,3,0,3,0,3,3,1,1,3,1,1,3,1
44,2,2,0,2,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2
45,1,3,0,1,3,3,1,1,1,3,3,3,1,3,3,3,3,3,3,1,1,3,1,3,3,3,3,3,1,1,3,3,1,1,3,3,0,3,1,3,1,3,3,1,3,1,1,1,1,1
46,0,2,2,0,2,2,0,0,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2,2,0,0,0,0,2
47,0,3,1,3,3,3,3,3,3,1,3,3,3,1,1,3,3,1,1,1,1,1,1,3,3,1,1,3,0,1,1,3,3,1,1,1,1,1,0,3,0,1,3,1,1,0,0,0,3,1
48,0,2,0,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,2,0,0,0,2,2,2,0,0,2,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,0,0,0,2,2,2
49,0,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,1,3,0,3,1,1,3,3,0,3,0,1,1,1,1,1,3,1,0,1,1,3,1,1,3,1,3,0,3,1,1,1
50,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,0,0,2,2,2,0,2,2,0,0
51,0,3,1,3,3,3,1,3,3,1,1,3,1,1,3,3,3,1,3,1,3,3,1,3,3,1,1,3,1,1,1,1,3,1,1,1,1,1,0,1,0,3,3,1,1,3,3,1,3,3
52,0,2,2,2,2,2,2,2,2,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,2,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,2,2,2,2,0,2,2,2,2,2
53,0,3,1,3,3,3,1,3,3,0,3,3,1,3,1,3,3,3,1,1,3,1,1,1,1,0,0,1,3,1,1,3,1,1,3,0,0,1,3,0,1,3,1,1,3,1,1,1,1,3
54,0,2,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2,0,2,2,2,0,0,2,0,0,0,2,2,2,2,0,2,2,0,2,0,2,0,0,2,0,2,2,0,2,2,0,2
55,0,3,1,3,3,1,3,3,3,1,3,3,3,1,3,3,3,1,0,1,3,1,0,0,1,3,3,0,1,1,1,1,3,1,1,3,1,3,1,3,0,3,0,1,1,3,1,1,3,3
56,0,2,0,2,2,2,2,2,2,0,2,2,2,0,2,2,2,0,2,0,2,0,0,2,2,2,2,0,2,0,0,0,2,2,0,2,0,2,2,2,2,2,0,0,0,2,2,2,2,2
57,3,3,3,3,3,1,3,1,3,0,1,3,1,0,3,3,3,3,1,3,3,3,3,1,1,3,3,0,1,3,3,3,1,1,0,3,0,3,1,3,1,3,3,3,3,1,1,1,1,3
58,2,2,2,2,2,0,2,0,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,0,2,2,0,2,2,2,2,0,2,2,2,0,2,0,2,0,2,2,2,2,0,0,0,0,2
59,3,3,1,1,1,0,1,3,3,1,1,3,1,0,3,3,3,1,3,1,3,3,3,3,3,1,1,0,1,1,1,3,3,1,1,3,3,3,0,3,0,1,1,1,1,3,0,0,3,3
60,2,2,2,2,0,2,2,2,2,0,2,2,2,0,2,2,2,0,2,0,2,2,2,2,2,0,0,0,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,0,0,2,0,2,2,2
61,3,3,1,1,0,1,1,3,3,0,1,1,1,3,3,1,3,3,3,3,3,3,3,3,1,3,0,3,3,1,0,3,1,1,3,3,3,1,1,1,1,1,1,3,3,1,3,1,1,3
62,2,2,2,0,2,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,0,2,2,2,2,2,0,2,0,0,0,2,2,0,2,2,0,2
63,3,1,1,3,1,3,3,3,3,1,1,3,1,1,3,3,3,1,1,1,3,3,3,1,1,1,3,3,3,1,3,3,3,1,1,1,3,1,0,1,0,3,3,3,1,3,3,1,3,3
64,2,2,0,2,0,2,2,2,2,0,2,2,0,0,2,2,2,0,0,0,2,2,2,0,2,0,2,2,2,2,2,2,2,0,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2
65,3,1,0,1,3,1,3,3,3,0,1,1,3,3,1,3,1,0,3,3,3,1,3,0,1,3,3,3,1,1,3,3,1,3,3,1,3,1,1,3,1,3,3,1,3,1,1,1,1,3
66,2,0,2,0,2,0,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,0,0,2,2,2,0,0,2,2,0,2,2,2,2,2,0,2,0,2,2,2,2,0,0,2,0,2
67,3,3,1,3,3,0,3,3,3,0,1,3,3,1,3,3,3,1,1,1,3,1,3,0,3,3,1,3,0,3,1,3,3,1,1,1,3,1,0,1,0,1,3,1,1,3,0,1,3,3
68,2,2,0,2,2,2,2,2,2,0,2,2,2,0,2,2,2,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,2,2,0,0,2,0,2,2,0,2,2,2,0,2,0,2,2,2
69,1,3,3,1,3,1,3,1,3,0,1,3,1,3,1,3,3,3,3,1,1,3,1,1,3,3,3,3,3,3,1,3,1,1,0,3,1,3,1,1,0,1,1,1,3,1,3,1,1,3
70,0,2,2,0,2,0,2,0,2,2,0,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,2,2,0,2,2,0,2
71,0,1,1,3,3,0,3,3,3,1,3,3,3,1,3,3,3,1,1,1,1,1,1,3,3,3,1,3,1,1,1,3,0,1,1,3,1,1,0,3,0,3,0,1,1,3,1,1,3,1
72,0,2,0,2,2,2,2,2,2,0,2,2,2,0,2,2,2,0,2,0,0,0,2,2,2,2,0,2,2,2,2,2,0,2,0,2,0,2,2,2,2,2,2,2,0,2,0,2,2,2
73,0,1,3,3,3,1,3,3,3,0,3,3,1,3,3,3,1,3,1,3,0,3,1,3,3,3,3,1,1,1,1,3,0,1,3,3,0,1,1,3,1,3,1,1,0,1,3,1,1,1
74,0,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2,2,0,2,2,0,2
75,0,3,1,3,1,3,3,3,3,1,3,3,1,1,1,1,1,1,0,1,1,3,1,3,3,3,1,0,1,1,1,3,0,1,1,1,1,1,0,3,0,1,1,1,1,3,3,1,3,1
76,0,2,2,2,2,2,2,2,2,0,2,2,2,0,0,0,0,0,2,2,0,2,2,2,2,2,0,0,0,0,2,2,0,2,0,2,0,0,0,2,2,2,0,2,0,2,2,0,2,0
77,3,1,1,1,1,3,3,3,3,0,3,3,1,3,3,3,3,3,1,1,0,1,1,3,3,3,0,3,3,0,1,3,3,1,3,1,0,3,3,3,1,1,0,1,3,1,1,3,1,0
78,2,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,0,2,2,2,0,0,0,2,2,0,2,2,0,2
79,3,3,1,3,3,3,3,3,1,1,3,1,1,1,3,3,1,1,3,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,0,3,1,3,0,3,3,1,1,3,1,1,3,1
80,2,2,0,2,2,2,2,2,0,0,2,2,2,0,2,2,0,0,2,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2
81,1,3,3,3,3,3,3,3,3,0,1,1,1,3,3,3,3,3,3,3,0,3,1,3,3,3,1,1,1,1,3,3,3,3,3,3,1,1,1,3,1,3,3,1,3,1,1,1,1,1
82,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,0,2,0,2,0,2,2,2,2,0,0,0,0,0
83,0,1,1,3,3,3,3,3,3,1,1,1,3,1,3,1,3,1,1,1,1,3,1,3,3,1,3,0,1,3,1,3,1,3,1,3,3,1,0,3,0,1,3,1,1,3,0,0,0,3
84,0,2,2,2,2,2,2,2,2,0,2,2,2,0,2,0,2,0,0,0,0,2,0,2,2,0,2,0,0,2,2,2,0,2,0,2,2,2,0,2,2,2,2,0,0,2,0,0,0,2
