#repetition,Firm0,Firm1
0,3,3
1,2,2
2,3,1
3,2,3
4,3,3
5,2,2
6,3,1
7,2,3
8,3,3
9,2,2
10,3,1
11,2,3
12,3,3
13,2,2
14,3,1
15,2,3
16,3,3
17,2,2
18,3,1
19,2,3
20,3,3
21,2,2
22,3,1
23,2,3
24,3,3
25,2,2
26,3,1
27,2,3
28,3,3
29,2,2
30,3,1
31,2,3
32,3,3
33,2,2
34,3,1
35,2,3
36,3,3
37,2,2
38,3,1
39,2,3
40,3,3
41,2,2
42,3,1
43,2,3
44,3,3
45,2,2
46,3,1
47,2,3
48,3,3
49,2,2
50,3,1
51,2,3
52,3,3
53,2,2
54,3,1
55,2,3
56,3,3
57,2,2
58,3,1
59,2,3
60,3,3
61,2,2
62,3,1
63,2,3
64,3,3
65,2,2
66,3,1
67,2,3
68,3,3
69,2,2
70,3,1
71,2,3
72,3,3
73,2,2
74,3,1
75,2,3
76,3,3
77,2,2
78,3,1
79,2,3
80,3,3
81,2,2
82,3,1
83,2,3
84,3,3
85,2,2
86,3,1
87,2,3
88,3,3
89,2,2
90,3,1
91,2,3
92,3,3
93,2,2
94,3,1
95,2,3
96,3,3
97,2,2
98,3,1
99,2,3
100,3,3
101,2,2
102,3,1
103,2,3
104,3,3
105,2,2
106,3,1
107,2,3
108,3,3
109,2,2
110,3,1
111,2,3
112,3,3
113,2,2
114,3,1
115,2,3
116,3,3
117,2,2
118,3,1
119,2,3
120,3,3
121,2,2
122,3,1
123,2,3
124,3,3
125,2,2
126,3,1
127,2,3
128,3,3
129,2,2
130,3,1
131,2,3
132,3,3
133,2,2
134,3,1
135,2,3
136,3,3
137,2,2
138,3,1
139,2,3
140,3,3
141,2,2
142,3,1
143,2,3
144,3,3
145,2,2
146,3,1
147,2,3
148,3,3
149,2,2
150,3,1
151,2,3
152,3,3
153,2,2
154,3,1
155,2,3
156,3,3
157,2,2
158,3,1
159,2,3
160,3,3
161,2,2
162,3,1
163,2,3
164,3,3
165,2,2
166,3,1
167,2,3
168,3,3
169,2,2
170,3,1
171,2,3
172,3,3
173,2,2
174,3,1
175,2,3
176,3,3
177,2,2
