#repetition,TotalFirmProfit,TotalConsumerUtility,SocialWelfair,firmEpsilon,consumerEpsilon,Firm0's Quality,Firm1's Quality,Firm0's Price,Firm1's Price
0,0.0,35.4375,35.4375,0.3,0.0,0.0,0.0,2.0,2.0
1,15135.0,78842.84375,93977.84375,0.2999996250001874,0.0,3.0,0.0,3.0,3.0
2,19372.0,68339.59375,87711.59375,0.29999850000299993,0.0,0.0,2.0,3.0,1.0
3,18194.0,69912.03125,88106.03125,0.2999966250151875,0.0,3.0,3.0,3.0,3.0
4,16028.0,70062.65625,86090.65625,0.2999940000479998,0.0,2.0,3.0,3.0,2.0
5,18076.0,72225.875,90301.875,0.29999062511718677,0.0,0.0,2.0,1.0,3.0
6,15706.0,73300.625,89006.625,0.2999865002429978,0.0,0.0,2.0,3.0,1.0
7,13630.0,71936.6875,85566.6875,0.2999816254501819,0.0,2.0,2.0,2.0,3.0
8,15590.0,66670.8125,82260.8125,0.2999760007679877,0.0,2.0,2.0,2.0,2.0
9,11882.0,76177.875,88059.875,0.2999696262301625,0.0,3.0,3.0,1.0,1.0
10,12986.0,79477.15625,92463.15625,0.29996250187495305,0.0,0.0,2.0,1.0,3.0
11,11724.0,88256.40625,99980.40625,0.2999546277451044,0.0,3.0,3.0,2.0,2.0
12,12232.0,87945.25,100177.25,0.29994600388785997,0.0,3.0,3.0,1.0,2.0
13,10797.0,96489.09375,107286.09375,0.2999366303549612,0.0,1.0,2.0,2.0,3.0
14,11571.0,96538.28125,108109.28125,0.2999265072026471,0.0,3.0,3.0,1.0,1.0
15,11304.0,96436.65625,107740.65625,0.2999156344916536,0.0,3.0,2.0,2.0,3.0
16,11409.0,97678.34375,109087.34375,0.29990401228721364,0.0,2.0,3.0,1.0,3.0
17,11222.0,97396.09375,108618.09375,0.2998916406590561,0.0,3.0,3.0,1.0,1.0
18,10755.0,99150.53125,109905.53125,0.2998785196814057,0.0,3.0,3.0,1.0,2.0
19,9793.0,99828.9375,109621.9375,0.2998646494329824,0.0,3.0,3.0,2.0,2.0
20,10339.0,99506.53125,109845.53125,0.29985002999700017,0.0,3.0,3.0,2.0,1.0
