#repetition,Firm0,Firm1
0,3,2
1,2,2
2,3,2
3,2,2
4,3,2
5,2,2
6,3,2
7,2,2
8,3,2
9,2,2
10,3,2
11,2,2
12,3,2
13,2,2
14,3,2
15,2,2
16,3,2
17,2,2
18,3,2
19,2,2
20,3,2
21,2,2
22,3,2
23,2,2
24,3,2
25,2,2
26,3,2
27,2,2
28,3,2
29,2,2
30,3,2
31,2,2
32,3,2
33,2,2
34,3,2
35,2,2
36,3,2
37,2,2
38,3,2
39,2,2
40,3,2
41,2,2
42,3,2
43,2,2
44,3,2
45,2,2
46,3,2
47,2,2
48,3,2
49,2,2
50,3,2
51,2,2
52,3,2
53,2,2
54,3,2
55,2,2
56,3,2
57,2,2
58,3,2
59,2,2
60,3,2
61,2,2
62,3,2
63,2,2
64,3,2
65,2,2
66,3,2
67,2,2
68,3,2
69,2,2
70,3,2
71,2,2
72,3,2
73,2,2
74,3,2
75,2,2
76,3,2
77,2,2
78,3,2
79,2,2
80,3,2
81,2,2
82,3,2
83,2,2
84,3,2
85,2,2
86,3,2
87,2,2
88,3,2
89,2,2
90,3,2
91,2,2
92,3,2
93,2,2
94,3,2
95,2,2
96,3,2
97,2,2
98,3,2
99,2,2
100,3,2
101,2,2
102,3,2
103,2,2
104,3,2
105,2,2
106,3,2
107,2,2
108,3,2
109,2,2
110,3,2
111,2,2
112,3,2
113,2,2
114,3,2
115,2,2
116,3,2
117,2,2
118,3,2
119,2,2
120,3,2
121,2,2
122,3,2
123,2,2
124,3,2
125,2,2
126,3,2
127,2,2
128,3,2
129,2,2
130,3,2
131,2,2
132,3,2
133,2,2
134,3,2
135,2,2
136,3,2
137,2,2
138,3,2
139,2,2
140,3,2
141,2,2
142,3,2
143,2,2
144,3,2
145,2,2
146,3,2
147,2,2
148,3,2
149,2,2
150,3,2
151,2,2
152,3,2
153,2,2
154,3,2
155,2,2
156,3,2
157,2,2
158,3,2
159,2,2
160,3,2
161,2,2
162,3,2
163,2,2
164,3,2
165,2,2
166,3,2
167,2,2
168,3,2
169,2,2
170,3,2
171,2,2
172,3,2
173,2,2
174,3,2
175,2,2
176,3,2
177,2,2
178,3,2
179,2,2
180,3,2
181,2,2
182,3,2
183,2,2
184,3,2
185,2,2
186,3,2
187,2,2
188,3,2
189,2,2
190,3,2
191,2,2
192,3,2
193,2,2
194,3,2
195,2,2
196,3,2
197,2,2
198,3,2
199,2,2
200,3,2
201,2,2
202,3,2
203,2,2
204,3,2
205,2,2
206,3,2
207,2,2
208,3,2
209,2,2
210,3,2
211,2,2
212,3,2
213,2,2
214,3,2
215,2,2
216,3,2
217,2,2
218,3,2
219,2,2
220,3,2
221,2,2
222,3,2
223,2,2
